query_name	query_start	query_end	query_length	reference_name	reference_start	reference_end	perID_by_matches	perID_by_events	perID_by_all	matches	mismatches	insertions	deletions	insertion_events	deletion_events
chr6:161,894,200-161,898,986	0	4787	4787	LPA__HG00733__mat__ID.1	244465	249245	98.45091061335566	98.34797156001673	98.18371607515658	4703	74	10	3	3	2
chr6:161,894,200-161,898,986	0	4787	4787	LPA__CHM1__pri__ID.1	133772	138552	98.45091061335566	98.34797156001673	98.18371607515658	4703	74	10	3	3	2
chr6:161,894,200-161,898,986	0	4787	4787	LPA__HG00733__mat__ID.1	211162	215940	98.40904333263555	98.32670989332776	98.1829573934837	4701	76	10	1	3	1
chr6:161,894,200-161,898,986	0	4787	4787	LPA__NA12878__pat__ID.1	194434	199212	98.40904333263555	98.32670989332776	98.1829573934837	4701	76	10	1	3	1
chr6:161,894,200-161,898,986	0	4787	4787	LPA__CHM13__pri__ID.1	244861	249641	98.45091061335566	98.34797156001673	98.18371607515658	4703	74	10	3	3	2
chr6:161,894,200-161,898,986	0	4787	4787	LPA__HG02080__pat__ID.1	255522	260300	98.40904333263555	98.32670989332776	98.1829573934837	4701	76	10	1	3	1
chr6:161,894,200-161,898,986	0	4787	4787	LPA__CHM13__pri__ID.1	250407	255185	98.40904333263555	98.32670989332776	98.1829573934837	4701	76	10	1	3	1
chr6:161,894,200-161,898,986	0	4787	4787	LPA__HG03492__pat__ID.1	150052	154828	98.42931937172774	98.3469345051266	98.16207184628237	4700	75	12	1	3	1
chr6:161,894,200-161,898,986	0	4787	4787	LPA__NA12878__pat__ID.1	155613	160389	98.42931937172774	98.3469345051266	98.16207184628237	4700	75	12	1	3	1
chr6:161,894,200-161,898,986	0	4787	4787	LPA__HG00733__pat__ID.1	150041	154817	98.42931937172774	98.3469345051266	98.16207184628237	4700	75	12	1	3	1
chr6:161,894,200-161,898,986	0	4787	4787	LPA__HG00733__pat__ID.1	211057	215843	98.34831695588542	98.26613745560894	98.20459290187891	4704	79	4	3	2	2
chr6:161,894,200-161,898,986	0	4787	4787	LPA__HG03492__pat__ID.1	205523	210309	98.34831695588542	98.26613745560894	98.20459290187891	4704	79	4	3	2	2
chr6:161,894,200-161,898,986	0	4787	4787	LPA__CHM13__pri__ID.1	189367	194148	98.38912133891213	98.28631138975966	98.22472848788638	4703	77	7	1	4	1
chr6:161,894,200-161,898,986	0	4787	4787	LPA__HG00733__pat__ID.1	144496	149275	98.40937630807869	98.30650219527493	98.20384294068505	4702	76	9	1	4	1
chr6:161,894,200-161,898,986	0	4787	4787	LPA__HG03492__pat__ID.1	144507	149286	98.40937630807869	98.30650219527493	98.20384294068505	4702	76	9	1	4	1
chr6:161,894,200-161,898,986	0	4787	4787	LPA__NA12878__pat__ID.1	144520	149299	98.40937630807869	98.30650219527493	98.20384294068505	4702	76	9	1	4	1
chr6:161,894,200-161,898,986	0	4787	4787	LPA__NA12878__mat__ID.1	172346	177123	98.42964824120602	98.32670989332776	98.1829573934837	4701	75	11	1	4	1
chr6:161,894,200-161,898,986	0	4787	4787	LPA__NA19240__pat__ID.1	194462	199240	98.38810969227549	98.30579376699436	98.16207184628237	4700	77	10	1	3	1
chr6:161,894,200-161,898,986	0	4787	4787	LPA__HG03125__pat__ID.1	250193	254976	98.32705980761187	98.24488090263267	98.20384294068505	4702	80	5	1	3	1
chr6:161,894,200-161,898,986	0	4787	4787	LPA__HG01109__mat__ID.1	194843	199621	98.38810969227549	98.30579376699436	98.16207184628237	4700	77	10	1	3	1
chr6:161,894,200-161,898,986	0	4787	4787	LPA__HG03492__pat__ID.1	199977	204757	98.4299769729956	98.32705980761187	98.16283924843424	4702	75	10	3	3	2
chr6:161,894,200-161,898,986	0	4787	4787	LPA__HG00733__pat__ID.1	205511	210291	98.4299769729956	98.32705980761187	98.16283924843424	4702	75	10	3	3	2
chr6:161,894,200-161,898,986	0	4787	4787	LPA__HG02080__pat__ID.1	249976	254756	98.4299769729956	98.32705980761187	98.16283924843424	4702	75	10	3	3	2
chr6:161,894,200-161,898,986	0	4787	4787	LPA__NA12878__mat__ID.1	194548	199336	98.36922433619067	98.26649958228906	98.18447412353923	4705	78	4	5	2	3
chr6:161,894,200-161,898,986	0	4787	4787	LPA__HG02723__mat__ID.1	144864	149648	98.28559481496968	98.22398662766402	98.1829573934837	4701	82	4	1	2	1
chr6:161,894,200-161,898,986	0	4787	4787	LPA__HG01109__mat__ID.1	178212	182990	98.45026178010471	98.34728033472804	98.1419624217119	4701	74	12	3	3	2
chr6:161,894,200-161,898,986	0	4787	4787	LPA__HG00733__mat__ID.1	227807	232595	98.36922433619067	98.26649958228906	98.18447412353923	4705	78	4	5	2	3
chr6:161,894,200-161,898,986	0	4787	4787	LPA__HG03492__pat__ID.1	183328	188114	98.32740957558018	98.24524754543556	98.18371607515658	4703	80	4	3	2	2
chr6:161,894,200-161,898,986	0	4787	4787	LPA__HG03492__pat__ID.1	177774	182562	98.36922433619067	98.26649958228906	98.18447412353923	4705	78	4	5	2	3
chr6:161,894,200-161,898,986	0	4787	4787	LPA__NA19240__pat__ID.1	166721	171509	98.36922433619067	98.26649958228906	98.18447412353923	4705	78	4	5	2	3
chr6:161,894,200-161,898,986	0	4787	4787	LPA__HG02080__pat__ID.1	205603	210379	98.40837696335079	98.32600962544466	98.14118629908104	4699	76	12	1	3	1
chr6:161,894,200-161,898,986	0	4787	4787	LPA__HG03125__pat__ID.1	172581	177357	98.40837696335079	98.32600962544466	98.14118629908104	4699	76	12	1	3	1
chr6:161,894,200-161,898,986	0	4787	4787	LPA__HG02723__mat__ID.1	150414	155198	98.28559481496968	98.22398662766402	98.1829573934837	4701	82	4	1	2	1
chr6:161,894,200-161,898,986	0	4787	4787	LPA__NA19240__pat__ID.1	177829	182607	98.45026178010471	98.34728033472804	98.1419624217119	4701	74	12	3	3	2
chr6:161,894,200-161,898,986	0	4787	4787	LPA__HG00733__pat__ID.1	177760	182548	98.36922433619067	98.26649958228906	98.18447412353923	4705	78	4	5	2	3
chr6:161,894,200-161,898,986	0	4787	4787	LPA__HG01109__mat__ID.1	167104	171892	98.36922433619067	98.26649958228906	98.18447412353923	4705	78	4	5	2	3
chr6:161,894,200-161,898,986	0	4787	4787	LPA__HG00733__mat__ID.1	188975	193754	98.38844704897447	98.28559481496968	98.1829573934837	4701	77	9	1	4	1
chr6:161,894,200-161,898,986	0	4787	4787	LPA__NA19240__pat__ID.1	188919	193696	98.40871021775544	98.30579376699436	98.16207184628237	4700	76	11	1	4	1
chr6:161,894,200-161,898,986	0	4784	4787	LPA__HG02723__mat__ID.1	178126	182907	98.28451882845188	98.22287267405395	98.18181818181819	4698	82	4	1	2	1
chr6:161,894,200-161,898,986	0	4784	4787	LPA__HG02723__pat__ID.1	166656	171437	98.28451882845188	98.22287267405395	98.18181818181819	4698	82	4	1	2	1
chr6:161,894,200-161,898,986	0	4787	4787	LPA__HG03125__pat__ID.1	178123	182899	98.38743455497382	98.30508474576271	98.1203007518797	4698	77	12	1	3	1
chr6:161,894,200-161,898,986	0	4787	4787	LPA__HG03125__pat__ID.1	161495	166271	98.38743455497382	98.30508474576271	98.1203007518797	4698	77	12	1	3	1
chr6:161,894,200-161,898,986	0	4787	4787	LPA__GRCh38chrOnly__pri__ID.1	132184	136970	98.30650219527493	98.22435763526217	98.16283924843424	4702	81	4	3	2	2
chr6:161,894,200-161,898,986	0	4787	4787	LPA__HG00733__pat__ID.1	183314	188100	98.30650219527493	98.22435763526217	98.16283924843424	4702	81	4	3	2	2
chr6:161,894,200-161,898,986	0	4787	4787	LPA__CHM13__pri__ID.1	228201	232989	98.34831695588542	98.24561403508773	98.1636060100167	4704	79	4	5	2	3
chr6:161,894,200-161,898,986	0	4787	4787	LPA__HG03125__pat__ID.1	183665	188441	98.38743455497382	98.30508474576271	98.1203007518797	4698	77	12	1	3	1
chr6:161,894,200-161,898,986	0	4787	4787	LPA__NA12878__mat__ID.1	166806	171580	98.40771003561701	98.32530877119531	98.09941520467837	4697	76	14	1	3	1
chr6:161,894,200-161,898,986	0	4787	4787	LPA__HG03125__pat__ID.1	244645	249427	98.30579376699436	98.22361546499478	98.16207184628237	4700	81	6	1	3	1
chr6:161,894,200-161,898,986	0	4787	4787	LPA__HG03125__pat__ID.1	239099	243879	98.32600962544466	98.24378005435919	98.14118629908104	4699	80	8	1	3	1
chr6:161,894,200-161,898,986	0	4787	4787	LPA__NA12878__mat__ID.1	205646	210426	98.32600962544466	98.24378005435919	98.14118629908104	4699	80	8	1	3	1
chr6:161,894,200-161,898,986	0	4787	4787	LPA__GRCh38chrOnly__pri__ID.1	137736	142516	98.38810969227549	98.28523630280218	98.12108559498957	4700	77	10	3	3	2
chr6:161,894,200-161,898,986	0	4787	4787	LPA__HG01109__mat__ID.1	189302	194077	98.4080435693339	98.30508474576271	98.1203007518797	4698	76	13	1	4	1
chr6:161,894,200-161,898,986	0	4787	4787	LPA__HG02723__pat__ID.1	211047	215831	98.24378005435919	98.1821980777267	98.14118629908104	4699	84	4	1	2	1
chr6:161,894,200-161,898,986	0	4787	4787	LPA__HG01109__pat__ID.1	172191	176975	98.24378005435919	98.1821980777267	98.14118629908104	4699	84	4	1	2	1
chr6:161,894,200-161,898,986	0	4787	4787	LPA__HG01109__pat__ID.1	161091	165875	98.24378005435919	98.1821980777267	98.14118629908104	4699	84	4	1	2	1
chr6:161,894,200-161,898,986	0	4787	4787	LPA__CHM1__pri__ID.1	155953	160725	98.40704254873192	98.32460732984293	98.05764411027569	4695	76	16	1	3	1
chr6:161,894,200-161,898,986	0	4787	4787	LPA__HG03125__pat__ID.1	205841	210621	98.30508474576271	98.22287267405395	98.1203007518797	4698	81	8	1	3	1
chr6:161,894,200-161,898,986	0	4787	4787	LPA__HG01243__pat__ID.1	172673	177453	98.30508474576271	98.22287267405395	98.1203007518797	4698	81	8	1	3	1
chr6:161,894,200-161,898,986	0	4787	4787	LPA__CHM13__pri__ID.1	239313	244095	98.3469345051266	98.24414715719064	98.12108559498957	4700	79	8	3	3	2
chr6:161,894,200-161,898,986	0	4787	4787	LPA__HG00733__mat__ID.1	238917	243699	98.3469345051266	98.24414715719064	98.12108559498957	4700	79	8	3	3	2
chr6:161,894,200-161,898,986	0	4787	4787	LPA__HG00733__mat__ID.1	255555	260332	98.36683417085428	98.26396151432755	98.1203007518797	4698	78	11	1	4	1
chr6:161,894,200-161,898,986	0	4787	4787	LPA__NA19240__pat__ID.1	200006	204783	98.36683417085428	98.26396151432755	98.1203007518797	4698	78	11	1	4	1
chr6:161,894,200-161,898,986	0	4787	4787	LPA__NA12878__mat__ID.1	216736	221513	98.36683417085428	98.26396151432755	98.1203007518797	4698	78	11	1	4	1
chr6:161,894,200-161,898,986	0	4787	4787	LPA__HG02080__pat__ID.1	244428	249210	98.3469345051266	98.24414715719064	98.12108559498957	4700	79	8	3	3	2
